Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
12622,Language and Mind,Noam Chomsky,"Chomsky, Noam",,"=""052167493X""","=""9780521674935""",0,3.84,Cambridge University Press,Paperback,206,2006,1968,,2018/07/12,to-read,to-read (#124),to-read,,,,0,0
194805,Understanding Power: The Indispensable Chomsky,Noam Chomsky,"Chomsky, Noam","John Schoeffel, R. Mitchell","=""1565847032""","=""9781565847033""",0,4.41,The New Press,Paperback,416,2002,2002,,2018/07/12,to-read,to-read (#123),to-read,,,,0,0
10728838,How the World Works,Noam Chomsky,"Chomsky, Noam","David Barsamian, Arthur Naiman","=""1593764278""","=""9781593764272""",0,4.12,Soft Skull,Paperback,416,2011,2011,,2018/07/12,to-read,to-read (#122),to-read,,,,0,0
38723,The Feminine Mystique,Betty Friedan,"Friedan, Betty",Anna Quindlen,"=""0393322572""","=""9780393322576""",0,3.88,W. W. Norton & Company,Paperback,430,2001,1963,,2018/07/12,to-read,to-read (#121),to-read,,,,0,0
12617,Manufacturing Consent: The Political Economy of the Mass Media,Edward S. Herman,"Herman, Edward S.",Noam Chomsky,"=""0375714499""","=""9780375714498""",0,4.23,Pantheon Books,Paperback,412,2002,1988,,2018/07/11,to-read,to-read (#120),to-read,,,,0,0
40137691,Mujeres y poder: Un manifiesto,Mary Beard,"Beard, Mary",Silvia Furió,"=""9569993006""","=""9789569993008""",0,4.02,Crítica,Paperback,112,2018,2017,,2018/07/10,to-read,to-read (#119),to-read,,,,0,0
36419664,Chilenas,María José Cumplido,"Cumplido, María José",,"=""956262501X""","=""9789562625012""",0,3.80,Sudamericana,Paperback,138,2017,,,2018/07/10,to-read,to-read (#118),to-read,,,,0,0
15459883,"Two Essays: On Anger & New Men, New Women",Barbara Deming,"Deming, Barbara",,"=""0865710244""","=""9780865710245""",0,4.50,Library Company of Philadelphia,Paperback,32,,,,2018/07/08,to-read,to-read (#116),to-read,,,,0,0
36116371,"Tejiendo de otro modo: Feminismo, epistemología y apuestas descoloniales en Abya Yala",Yuderkys Espinosa Miñoso,"Miñoso, Yuderkys Espinosa","Diana Gómez Correal, Karina Ochoa Muñoz, María Lugones, Rita Segato, Breny Mendoza, Silvia Rivera Cusicanqui, Sylvia Marcos, Natalia Quiroga Díaz, Luiza Bairros, Marisol de la Cadena, Emma Delfina Chirix García, Maria Teresa Garzon Martinez, Aura Estela Cumes, Dorotea A. Gómez Grijalva, Rosalva Aída Hernández Castillo, Rosalía Paiva, Ochy Curiel Pichardo, Betty Ruth Lozano Lerma, Francesca Gargallo Celestini, Moema Viezzer, EZLN, Capitana Irma - EZLN, Organización Mapuche Meli Wixan Mapu, Maya Cu, Feministas Autónomas, Fundación Akina Zaji Sauda, Conexión de Mujeres Negras, Sabine Manigat, Feminismo Comunitario, Melissa Cardoza, Feministas en Resistencia de Honduras, Asociación IDIE Mujeres Indígenas de Santa María Xalapán-Amismaxaj, Articulación Lesbianas Feministas de Lima, Red de Feminismos Descoloniales","=""9587321510""","=""9789587321517""",0,4.65,Editorial Universidad del Cauca,,484,2014,,,2018/07/08,to-read,to-read (#115),to-read,,,,0,0
22689,Speculum of the Other Woman,Luce Irigaray,"Irigaray, Luce",Gillian Gill,"=""0801493307""","=""9780801493300""",0,4.00,Cornell University Press,Paperback,416,,1974,,2018/07/08,to-read,to-read (#114),to-read,,,,0,0
330543,This Sex Which is Not One,Luce Irigaray,"Irigaray, Luce","Catherine Porter, Carolyn Burke","=""0801493315""","=""9780801493317""",0,4.00,Cornell University Press,Paperback,222,1985,1977,,2018/07/08,to-read,to-read (#113),to-read,,,,0,0
257649,Sexual Politics,Kate Millett,"Millett, Kate",,"=""0252068890""","=""9780252068898""",0,3.99,University of Illinois Press,Paperback,424,2000,1969,,2018/07/08,to-read,to-read (#112),to-read,,,,0,0
16938,After Theory,Terry Eagleton,"Eagleton, Terry",,"=""0465017746""","=""9780465017744""",0,3.81,Basic Books,Paperback,231,2004,2003,,2018/07/07,to-read,to-read (#111),to-read,,,,0,0
387099,La mujer habitada,Gioconda Belli,"Belli, Gioconda",,"=""9507314873""","=""9789507314872""",0,4.21,Seix Barral,Paperback,347,2006,1988,,2018/07/07,to-read,to-read (#110),to-read,,,,0,0
1342175,"Beyond Patriarchy: Essays by Men on Pleasure, Power, and Change",Michael Kaufman,"Kaufman, Michael",,"=""019540534X""","=""9780195405347""",0,3.57,Oxford University Press,Paperback,192,1987,1987,,2018/07/07,to-read,to-read (#109),to-read,,,,0,0
29513598,Fat Sex: New Directions in Theory and Activism,Helen Hester,"Hester, Helen",Caroline Walters,"=""1317136357""","=""9781317136354""",0,3.86,Routledge,Unknown Binding,240,2016,,,2018/06/27,to-read,to-read (#108),to-read,,,,0,0
3029380,The Body Beautiful: Evolutionary and Socio-Cultural Perspectives,Viren Swami,"Swami, Viren",A. FURNHAM,"=""023052186X""","=""9780230521865""",0,4.00,Palgrave Macmillan,Hardcover,333,2007,2007,,2018/06/10,to-read,to-read (#107),to-read,,,,0,0
399147,The Obesity Myth: Why America's Obsession with Weight is Hazardous to Your Health,Paul Campos,"Campos, Paul",,"=""1592400663""","=""9781592400669""",5,4.03,Gotham,Hardcover,304,2004,2004,2018/05/20,2016/12/05,,,read,,,,1,0
721803,El orden del discurso,Michel Foucault,"Foucault, Michel",Alberto González Troyano,"=""9509779695""","=""9789509779693""",4,3.84,TusQuets,Paperback,76,2004,1970,2018/03/21,2018/02/18,,,read,,,,1,0
2878998,Feminismo para principiantes,Nuria Varela,"Varela, Nuria",,"=""8466620621""","=""9788466620628""",5,4.28,Ediciones B,Paperback,415,2005,2005,2018/03/10,2018/03/04,,,read,,,,1,0
23620165,Psicopolítica,Byung-Chul Han,"Han, Byung-Chul",Alfredo Bergés,"=""""","=""""",4,4.07,Herder,Paperback,127,2014,2014,2018/03/02,2018/03/01,,,read,,,,1,0
21937018,La sociedad de la transparencia,Byung-Chul Han,"Han, Byung-Chul",,"=""""","=""""",4,3.95,Herder,Unknown Binding,96,2013,2012,2018/02/28,2018/02/28,,,read,,,,1,0
34614803,La expulsión de lo distinto,Byung-Chul Han,"Han, Byung-Chul",,"=""8425439663""","=""9788425439667""",4,4.01,Herder Editorial,Kindle Edition,128,2017,2016,2018/02/26,2018/02/12,,,read,,,,1,0
6364510,Teoría King Kong,Virginie Despentes,"Despentes, Virginie",Paul B. Preciado,"=""8496614271""","=""9788496614765""",4,4.00,Melusina,Paperback,126,2009,2006,2018/02/23,2018/02/22,,,read,,,,1,0
18630,"The Player of Games (Culture, #2)",Iain M. Banks,"Banks, Iain M.",,"=""0061053562""","=""9780061053566""",0,4.28,HarperCollins,Paperback,293,1997,1988,,2018/02/19,to-read,to-read (#106),to-read,,,,0,0
8935689,"Consider Phlebas (Culture, #1)",Iain M. Banks,"Banks, Iain M.",,"=""1857231384""","=""9781857231380""",0,3.85,Orbit,Paperback,467,1988,1987,,2018/02/19,to-read,to-read (#105),to-read,,,,0,0
28765879,La salvación de lo bello,Byung-Chul Han,"Han, Byung-Chul",,"=""842543758X""","=""9788425437588""",3,3.84,Herder,Paperback,112,2015,2015,2018/02/14,2018/02/12,,,read,,,,1,0
33876650,Querida Ijeawele. Cómo educar en el feminismo,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",Cruz Rodríguez Juiz,"=""8439732708""","=""9788439732709""",5,4.50,Literatura Random House,Paperback,89,2017,2017,2018/02/12,2018/02/06,,,read,"Un libro preciso, cortito pero completo y esencial. Estupenda introducción al feminismo.",,,1,0
245715,Aelita,Aleksey Nikolayevich Tolstoy,"Tolstoy, Aleksey Nikolayevich",,"=""1589633741""","=""9781589633742""",5,3.56,Fredonia Books (NL),Paperback,280,2001,1923,2018/02/09,2018/02/05,,,read,,,,1,0
1184948,The Dictionary of Feminist Theory,Maggie Humm,"Humm, Maggie",,"=""0748619089""","=""9780748619085""",0,3.76,Edinburgh University Press,Paperback,,2003,1990,,2018/02/06,to-read,to-read (#103),to-read,,,,0,0
1459022,El ojo,Vladimir Nabokov,"Nabokov, Vladimir",Juan Antonio Masoliver Ródenas,"=""8433966278""","=""9788433966278""",0,3.68,Editorial Anagrama,Mass Market Paperback,112,1999,1930,,2018/02/05,to-read,to-read (#102),to-read,,,,0,0
9991707,Estrella roja,Alexandr Bogdanov,"Bogdanov, Alexandr","Marian Womack, William Womack","=""""","=""9788493746636""",3,3.58,Nevsky Prospects,Paperback,270,2010,1908,2018/02/05,2018/02/02,,,read,"En esta novela de ciencia ficción rusa, que data de 1908, Marte es un planeta completamente comunista. Los marcianos invitan a un terrícola socialista (ruso, obvio) para entablar lazos interplanetarios. Estos marcianos (spoiler) discuten si colonizar nuestro planeta burgués para extraer energía nuclear o radiactiva, la cual les es escasa para alimentar sus naves antigravitacionales y para sinteizar proteínas cruciales para una población pronta a llegar al límite de los recursos planetarios. Los marcianos consideran que sería improbable llevar emisarios extraterrestres a acelerar el socialismo en la Tierra para así poder tener relaciones pacificas entre especies, porque nuestro mundo está demasiado fraccionado nacionalmente y nuestras mentes absortas en el individualismo y el patriotismo. Ahí radica la discusión moral en torno a asegurar –mediante estrategias colonialistas– la proliferación de una sociedad comunista completamente automatizada, post-escasez, post-género y espacial («fully automated luxury gay space communism», para los entendidos).<br/><br/>Los marcianos viven colectivamente gracias al comunismo automatizado a escala global, con democracia participativa, trabajo libre, educación popular, y planificación centralizada. Pero les faltan recursos naturales que nosotros malgastamos en nuestro afán de ganancia personal. Ya en 1905, Alexander Bogdanov (el autor) imagina un moderno sistema de planificación centralizada, donde cubos negros muestran la producción mundial en tiempo real gracias a la interconexión de las fábricas y unidades productivas. ¡Como el Cybersyn de la Unidad Popular en Chile! Así, los marcianos deciden libremente dónde poner su fuerza de trabajo, en jornadas laborales de pocas horas semanales gracias a la automatización colectivizada. Esto permite a los marcianos prescindir del dinero. “De cada cual según su capacidad, a cada cual según su necesidad”.<br/><br/>Un interesante libro para tener una visión del retrofuturismo ruso, con bastante discusión política de por medio, ambientado en plena revolución de 1905. Lamentablemente, los clichés románticos-heteropatriarcales y una cierta predictibilidad y superficialidad merman lo que podría haber sido una estupenda odisea socialista intergaláctica.",,,1,0
761819,But Beautiful: A Book About Jazz,Geoff Dyer,"Dyer, Geoff",,"=""0865475083""","=""9780865475083""",0,4.23,North Point Press,Paperback,240,1997,1992,,2018/02/04,to-read,to-read (#101),to-read,,,,0,0
1108436,The Page and the Fire: A Collection of Poems by Russian Poets on Russian Poets (English and Russian Edition),Peter Oram,"Oram, Peter",,"=""1904614671""","=""9781904614678""",0,3.75,Arc Publications,Hardcover,151,2008,2008,,2018/02/02,to-read,to-read (#100),to-read,,,,0,0
38332668,Somos Muchas: Historias de acoso callejero y otras malas yerbas,Anonymous,"Anonymous, Anonymous",,"=""""","=""""",0,0.0,,ebook,63,2018,,,2018/02/02,,,read,,,,1,0
1892600,Pro Eto - That's What (New Translations of Great Poetry of the Past),Vladimir Mayakovsky,"Mayakovsky, Vladimir",,"=""1904614310""","=""9781904614319""",5,4.19,ARC Publications,Paperback,176,2008,1923,2018/02/02,2018/01/29,,,read,,,,1,0
3304298,Backbone Flute: Selected Poetry,Vladimir Mayakovsky,"Mayakovsky, Vladimir",Andrey Kneller,"=""1438211643""","=""9781438211640""",5,4.22,CreateSpace Independent Publishing Platform,Paperback,147,2008,1915,2018/01/28,2018/01/28,,,read,"Su energía, las referencias que enlaza entre poemas, la forma en que expresa amores desesperados bañados en el ego del poeta, sus exclamaciones. Accesible y emocionante. Política para las masas.<br/><br/>“¡Escuchen! <br/>¿Si las estrellas se encienden,<br/>quiere decir que a alguien les hacen falta?<br/>Por lo tanto es indispensable<br/>que al menos una estrella<br/>se encienda<br/>sobre los techos cada noche?!”",,,1,0
15822408,La pieza oscura,Enrique Lihn,"Lihn, Enrique",,"=""9567397651""","=""9789567397655""",0,4.31,Ediciones UDP,Paperback,68,2010,1963,,2017/05/12,to-read,to-read (#99),to-read,,,,0,0
12960769,The Wiley-Blackwell Companion to Sociology,George Ritzer,"Ritzer, George",Wendy Wiedenhoft Murphy,"=""144433039X""","=""9781444330397""",0,3.00,Wiley-Blackwell,Hardcover,690,2012,2011,,2017/03/02,to-read,to-read (#98),to-read,,,,0,0
25889810,La aventura de la filosofía francesa - A partir de 1960,Alain Badiou,"Badiou, Alain",,"=""9871673884""","=""9789871673889""",0,3.40,Eterna Cadencia,Paperback,272,2013,2012,,2017/07/04,to-read,to-read (#97),to-read,,,,0,0
21429410,Rosary,Anna Akhmatova,"Akhmatova, Anna",Andrey Kneller,"=""149545567X""","=""9781495455674""",0,3.88,CreateSpace Independent Publishing Platform,Paperback,139,2014,1914,,2018/01/28,to-read,to-read (#96),to-read,,,,0,0
28453168,Voronezh Notebooks (NYRB Poets),Osip Mandelstam,"Mandelstam, Osip",Andrew Davis,"=""1590179110""","=""9781590179116""",4,4.04,NYRB Poets,Kindle Edition,129,2016,1980,2018/01/29,2018/01/28,,,read,"A pesar de la dificultad de traducir a Mandelstam, se nota que Davis hizo un gran trabajo en seleccionar los conceptos adecuados. Aún siendo altamente abstracto, las imágenes que hace aparecer delicadamente, junto a las sutiles alusiones al contexto en que compuso estos cuadernos, dan lugar a una reflexión creativa.",,,1,0
16098459,"Arte, Ideología y Capitalismo",Slavoj Žižek,"Žižek, Slavoj","Jorge Alemán, César Rendueles","=""""","=""""",0,3.33,,Unknown Binding,89,2008,2008,,2018/01/29,to-read,to-read (#95),to-read,,,,0,0
24945852,"Four of Us: Pasternak, Akhmatova, Tsvetaeva, Mandelstam",Boris Pasternak,"Pasternak, Boris","Anna Akhmatova, Marina Tsvetaeva, Osip Mandelstam, Andrey Kneller","=""""","=""""",0,4.12,,Kindle Edition,61,2015,2015,,2018/01/28,to-read,to-read (#94),to-read,,,,0,0
3314004,February: Selected Poetry,Boris Pasternak,"Pasternak, Boris",Andrey Kneller,"=""1438212720""","=""9781438212722""",0,4.09,CreateSpace Independent Publishing Platform,Paperback,109,2008,2008,,2018/01/28,to-read,to-read (#94),to-read,,,,0,0
5977679,Wondrous Moment: Selected Poetry,Alexander Pushkin,"Pushkin, Alexander",Andrey Kneller,"=""1440439729""","=""9781440439728""",0,4.16,CreateSpace Independent Publishing Platform,Paperback,88,2008,,,2018/01/28,to-read,to-read (#93),to-read,,,,0,0
18673996,White Flock,Anna Akhmatova,"Akhmatova, Anna",Andrey Kneller,"=""1491237767""","=""9781491237762""",0,3.93,CreateSpace Independent Publishing Platform,Paperback,215,2013,2013,,2018/01/28,to-read,to-read (#92),to-read,,,,0,0
23248796,Osip Mandelstam: Six Poems,Andrey Kneller,"Kneller, Andrey",,"=""1310634548""","=""9781310634543""",0,4.00,Smashwords Edition,ebook,,2014,2014,,2018/01/28,to-read,to-read (#91),to-read,,,,0,0
22572294,The Hyper(in)visible Fat Woman: Weight and Gender Discourse in Contemporary Society,Jeannine A. Gailey,"Gailey, Jeannine A.",,"=""1137407166""","=""9781137407160""",3,4.27,Palgrave Macmillan,Hardcover,227,2014,2014,2018/01/19,2018/01/07,,,read,,,,1,0
96712,The Dialectic of Sex: The Case for Feminist Revolution,Shulamith Firestone,"Firestone, Shulamith",,"=""0374527873""","=""9780374527877""",5,3.84,"Farrar, Straus and Giroux",Paperback,240,2003,1970,2018/01/06,2017/02/19,,,read,"Un libro realmente interesante y esclarecedor. Desde un feminismo radical de veta marxista, y con ayuda del psicoanálisis, Firestone analiza la institución de la familia y su rol en la reproducción del capitalismo y el patriarcado. El libro disecciona la clase, raza, infancia, cultura, y el amor, en tanto expresiones de una dialéctica fundamental que pone en movimiento un sistema de opresiones y desigualdades. Muy claro en sus análisis, altamente revelador, y propositivo, concluye con argumentos a favor del comunismo anárquico, pasando por alternativas de transición en pos de la abolición de la familia patriarcal.",,,1,0
2028733,Ideología y aparatos ideológicos de Estado; Freud y Lacan,Louis Althusser,"Althusser, Louis",,"=""9506020329""","=""9789506020323""",0,3.77,Nueva Visión,Paperback,96,1988,1970,,2017/12/31,to-read,to-read (#90),to-read,,,,0,0
401060,Poesía completa,Alejandra Pizarnik,"Pizarnik, Alejandra",,"=""8426428258""","=""9788426428257""",4,4.55,Lumen ,Paperback,470,2009,2000,2017/12/27,2017/02/15,,,read,,,,1,0
2672368,The Body: The Key Concepts,Lisa Blackman,"Blackman, Lisa",,"=""1845205898""","=""9781845205898""",3,4.10,Routledge,Hardcover,168,2008,2008,2017/12/22,2017/11/30,,,read,,,,1,0
36578680,Apuntes para una historia de la poesía chilena,Juan Cristóbal Romero,"Romero, Juan Cristóbal",,"=""9563790081""","=""9789563790085""",0,4.04,Ediciones Tácitas,Paperback,120,2017,,,2017/12/21,to-read,to-read (#89),to-read,,,,0,0
35919870,Que explote todo,Arelis Uribe,"Uribe, Arelis",,"=""956964818X""","=""9789569648182""",0,4.14,Los libros de la mujer rota,Paperback,93,2017,2017,,2017/12/21,to-read,to-read (#88),to-read,,,,0,0
15733124,Fat Sex: The Naked Truth,Rebecca Jane Weinstein,"Weinstein, Rebecca Jane",,"=""1475261837""","=""9781475261837""",4,3.79,CreateSpace Independent Publishing Platform,Paperback,248,2012,2012,2017/12/20,2017/12/11,,,read,,,,1,0
931986,Stigma: Notes on the Management of Spoiled Identity,Erving Goffman,"Goffman, Erving",,"=""0671622447""","=""9780671622442""",0,3.94,Touchstone,Paperback,168,1986,1963,,2017/12/11,to-read,to-read (#87),to-read,,,,0,0
1991948,Introducing Contemporary Feminist Thought,Mary Evans,"Evans, Mary",,"=""0745614760""","=""9780745614762""",0,4.00,Polity,Paperback,176,1991,1991,,2017/12/10,to-read,to-read (#86),to-read,,,,0,0
11334456,Gender: The Key Concepts (Routledge Key Guides),Mary Evans,"Evans, Mary",Carolyn Williams,"=""0415669626""","=""9780415669627""",0,4.21,Routledge,Paperback,296,2012,2010,,2017/12/10,to-read,to-read (#85),to-read,,,,0,0
23736654,"The Body and Shame: Phenomenology, Feminism, and the Socially Shaped Body",Luna Dolezal,"Dolezal, Luna",,"=""0739181688""","=""9780739181683""",5,4.28,Lexington Books,Hardcover,206,2015,2015,2017/12/10,2017/12/02,,,read,,,,1,0
32991605,Quiltras,Arelis Uribe,"Uribe, Arelis",,"=""""","=""""",0,3.89,Los libros de la mujer rota,Paperback,88,2016,2016,,2017/12/05,to-read,to-read (#84),to-read,,,,0,0
188226,The German Ideology / Theses on Feuerbach / Introduction to the Critique of Political Economy,Karl Marx,"Marx, Karl",Friedrich Engels,"=""1573922587""","=""9781573922586""",4,4.13,Prometheus,Paperback,584,1998,1846,,2016/05/29,,,read,,,,1,0
6184411,Reason and Rationality,Jon Elster,"Elster, Jon",Steven Rendall,"=""0691139008""","=""9780691139005""",4,3.46,Princeton University Press,Hardcover,88,2009,2006,,2017/08/10,,,read,,,,1,0
113239,Postcolonial Theory,Leela Gandhi,"Gandhi, Leela",,"=""0231112734""","=""9780231112734""",3,3.75,Columbia University Press,Paperback,212,1998,,2017/07/31,2017/03/12,,,read,,,,1,0
4937206,Health at Every Size: The Surprising Truth About Your Weight,Linda Bacon,"Bacon, Linda",,"=""1933771585""","=""9781933771588""",0,4.18,BenBella Books,Paperback,326,2008,2008,,2017/07/04,to-read,to-read (#83),to-read,,,,0,0
24796533,Things No One Will Tell Fat Girls: A Handbook for Unapologetic Living,Jes Baker,"Baker, Jes",,"=""1580055826""","=""9781580055826""",0,3.99,Seal Press,Paperback,240,2015,2015,,2017/07/04,to-read,to-read (#82),to-read,,,,0,0
35279414,No nacemos machos. Cinco ensayos para repensar el ser hombre en el patriarcado,Guadalupe Rivera,"Rivera, Guadalupe",,"=""""","=""""",4,3.76,Ediciones La Social,ebook,63,2017,,2017/06/23,2017/06/23,,,read,,,,1,0
731150,Fat and Proud: The Politics of Size,Charlotte  Cooper,"Cooper, Charlotte",,"=""0704344734""","=""9780704344730""",0,4.13,Womens Pr Ltd,Paperback,216,1998,1999,,2017/05/24,to-read,to-read (#81),to-read,,,,0,0
15626,My Sister - Life (European Poetry Classics),Boris Pasternak,"Pasternak, Boris","Mark Rudman, Bohdan Boychuk","=""0810119099""","=""9780810119093""",0,4.12,Northwestern University Press,Paperback,116,2001,1922,,2017/05/12,to-read,to-read (#80),to-read,,,,0,0
127071,Listen!,Vladimir Mayakovsky,"Mayakovsky, Vladimir",Maria Enzensberger,"=""0872862550""","=""9780872862555""",0,4.29,City Lights Publishers,Paperback,64,2001,1914,,2017/05/12,to-read,to-read (#79),to-read,,,,0,0
6349924,Violence,Slavoj Žižek,"Žižek, Slavoj",,"=""1846680271""","=""9781846680274""",4,3.89,Profile Books,Paperback,218,2009,2007,2017/02/26,2017/02/23,,,read,,,,1,0
24448830,Una breve historia de la misoginia,Jack Holland,"Holland, Jack",Victoria Ana Schussheim,"=""607735113X""","=""9786077351139""",0,4.14,Océano,ebook,,2013,2006,,2017/02/25,to-read,to-read (#77),to-read,,,,0,0
806061,On Eating,Susie Orbach,"Orbach, Susie",,"=""0141007516""","=""9780141007519""",4,3.72,Penguin Books,Paperback,,2005,2002,2017/02/14,2017/02/14,,,read,,,,2,0
18050246,"The Philosophy Of Praxis: Marx, Lukács And The Frankfurt School",Andrew Feenberg,"Feenberg, Andrew",,"=""1781681724""","=""9781781681725""",0,3.80,Verso,Paperback,272,2014,2014,,2017/02/13,to-read,to-read (#76),to-read,,,,0,0
254039,The Stray Dog Cabaret: A Book of Russian Poems,Paul Schmidt,"Schmidt, Paul","Catherine Ciepiela, Honor Moore, Anna Akhmatova, Alexander Blok, Sergei Yesenin, Velimir Khlebnikov, Osip Mandelstam, Vladimir Mayakovsky, Boris Pasternak, Marina Tsvetaeva","=""1590171918""","=""9781590171912""",0,4.10,NYRB Classics,Paperback,168,2006,2006,,2017/02/13,to-read,to-read (#75),to-read,,,,0,0
197923,FAT!SO? : Because You Don't Have to Apologize for Your Size,Marilyn Wann,"Wann, Marilyn",,"=""0898159954""","=""9780898159950""",0,4.13,Clarkson Potter/Ten Speed,Paperback,208,1998,1998,,2017/02/13,to-read,to-read (#74),to-read,,,,0,0
22320374,Constructed Situations: A New History of the Situationist International: A New History of the Situationist International (Marxism and Culture),Frances Stracey,"Stracey, Frances",,"=""0745335268""","=""9780745335261""",0,3.86,Pluto Press,Paperback,200,2014,2014,,2017/02/13,to-read,to-read (#73),to-read,,,,0,0
1458060,Weighty Issues: Fatness and Thinness as Social Problems (Social Problems & Social Issues),Jeffery Sobal,"Sobal, Jeffery",,"=""0202305805""","=""9780202305806""",0,5.00,Routledge,Paperback,273,1999,1999,,2017/02/06,to-read,to-read (#72),to-read,,,,0,0
1721498,Interpreting Weight: The Social Management of Fatness and Thinness (Social Problems & Social Issues),Jeffery Sobal,"Sobal, Jeffery",,"=""0202305783""","=""9780202305783""",0,4.20,Routledge,Paperback,275,1999,1999,,2017/02/06,to-read,to-read (#71),to-read,,,,0,0
4671643,The Future of an Illusion,Sigmund Freud,"Freud, Sigmund",,"=""0141036761""","=""9780141036762""",0,3.76,Penguin UK,Mass Market Paperback,112,2008,1927,,2017/02/06,to-read,to-read (#70),to-read,,,,0,0
1283336,The Future of an Illusion (Media and Society) (Volume 2),Constance Penley,"Penley, Constance",,"=""0816617724""","=""9780816617722""",0,3.87,University of Minnesota Press,Paperback,232,1989,1989,,2017/02/06,to-read,to-read (#69),to-read,,,,0,0
97384,Eugene Onegin and Other Poems,Alexander Pushkin,"Pushkin, Alexander",Charles Johnston,"=""0375406727""","=""9780375406720""",0,4.18,Everyman's Library,Hardcover,240,1999,1832,,2017/01/18,to-read,to-read (#64),to-read,,,,0,0
6328162,On Photography,Susan Sontag,"Sontag, Susan",,"=""0141035781""","=""9780141035789""",0,3.87,Penguin Books,Paperback,207,2010,1973,,2017/02/05,to-read,to-read (#68),to-read,,,,0,0
30129863,Muñecas vivientes. El regreso del sexismo (Noema nº 81) (Spanish Edition),Natasha Walter,"Walter, Natasha",María Àlvarez Rilla,"=""8415427417""","=""9788415427414""",0,3.84,Turner,Kindle Edition,327,2012,2008,,2017/02/05,to-read,to-read (#67),to-read,,,,0,0
29390321,Chicas cerdas machistas. La lucha feminista como idealismo en el siglo XXI,Ariel Levy,"Levy, Ariel",,"=""""","=""""",0,3.67,Rey Naranjo,Paperback,234,2014,2005,,2017/02/05,to-read,to-read (#66),to-read,,,,0,0
1005150,Chinese Erotic Poems (Everyman's Library Pocket Poets Series),Tony Barnstone,"Barnstone, Tony",Chou Ping,"=""0307265676""","=""9780307265678""",0,4.02,Everyman's Library,Hardcover,256,2007,2007,,2017/01/18,to-read,to-read (#65),to-read,,,,0,0
149465,Śrī Īśopaniṣad,Anonymous,"Anonymous, Anonymous",A.C. Bhaktivedanta,"=""0892131381""","=""9780892131389""",0,4.13,Bhaktivedanta Book Trust,Paperback,182,2010,800,2012/01/01,2017/01/18,,,read,,,,1,0
2541068,Teachings of Lord Kapiladeva: The son of Devahuti,A.C. Bhaktivedanta,"Bhaktivedanta, A.C.",,"=""0892130083""","=""9780892130085""",0,4.34,"Bhaktivedanta Book Trust,U.S.",Hardcover,309,1977,1977,2012/01/01,2017/01/18,,,read,,,,1,0
436063,Easy Journey to Other Planets,A.C. Bhaktivedanta,"Bhaktivedanta, A.C.",,"=""0912776102""","=""9780912776101""",0,3.80,Bhaktivedanta Book Trust,Paperback,96,1972,1970,2012/01/01,2017/01/18,,,read,,,,1,0
235517,The Higher Taste: A Guide to Gourmet Vegetarian Cooking and a Karma-Free Diet,A.C. Bhaktivedanta,"Bhaktivedanta, A.C.",,"=""0892131284""","=""9780892131280""",0,3.92,Bhaktivedanta Book Trust,Paperback,156,1983,1983,2012/01/01,2017/01/18,,,read,,,,1,0
339883,"Fed Up and Hungry: Women, Oppression & Food",Marilyn Lawrence,"Lawrence, Marilyn",Susie Orbach,"=""0704340089""","=""9780704340084""",0,3.48,Womens Pr Ltd,Paperback,236,1987,1987,,2017/01/18,to-read,to-read (#63),to-read,,,,0,0
410170,The Obsession: Reflections on the Tyranny of Slenderness – A Critical Analysis of Why Women Embrace Thinness and Men Encourage It,Kim Chernin,"Chernin, Kim",,"=""0060925051""","=""9780060925055""",0,3.89,Perennial,Paperback,240,1994,1981,,2017/01/14,to-read,to-read (#62),to-read,,,,0,0
3186766,The Sociology of the Body: Mapping the Abstraction of Embodiment,Kate Cregan,"Cregan, Kate",,"=""0761940243""","=""9780761940241""",3,3.59,SAGE Publications Ltd,Paperback,224,2006,2006,2017/01/14,2017/01/08,,,read,"A good book to get a glimpse at the different theories concerning the body developed by the main sociologists/philosophers treated, but overall, although the first four authors were somewhat successfully put in dialogue towards a interdisciplinary sociology of the body (Ariès, Elías, Foucault, Bourdieu), the last remaining authors felt like a collection of different theories marginally related to the body itself, followed by disappointing conclusions on a relevant but way too specific topic such as human cloning. Even considering the clear bias against poststructuralist theory and certain branches of feminism by the author, I still believe this to be a good book to get an in-depth review of sociology of the body.",,,1,0
27248158,Volodya: Selected Works,Vladimir Mayakovsky,"Mayakovsky, Vladimir",Rosy Carrick,"=""1910392162""","=""9781910392164""",5,4.31,Enitharmon Press,Paperback,312,2016,,2017/01/05,2016/12/17,,,read,,,,1,0
1870781,Agua viva,Clarice Lispector,"Lispector, Clarice",Elena Losada,"=""8478447830""","=""9788478447831""",0,4.25,Siruela,Hardcover,104,2012,1973,,2017/01/01,to-read,to-read (#61),to-read,,,,0,0
28789780,Deslenguada: desbordes de una proletaria del lenguaje,Valeria Flores,"Flores, Valeria",,"=""9870592937""","=""9789870592938""",0,4.86,Ediciones Ají de Pollo,Paperback,73,2010,,,2017/01/01,to-read,to-read (#60),to-read,,,,0,0
